b total,player total,pcard1,pcard2,pcard3,bcard1,bcard2,bcard3,outcome,rounds,banker streak,player streak,tie streak,shoe number
4,0,6,4,0,0,4,,banker win,55,1,0,0,201
0,2,5,7,0,8,2,0,player win,56,0,1,0,201
2,2,8,4,0,0,3,9,tie,57,0,1,1,201
6,9,6,3,,6,0,9,player win,58,0,2,0,201
5,9,9,0,,5,0,9,player win,59,0,3,0,201
7,6,3,3,,8,3,4,banker win,60,1,0,0,201
8,5,7,6,2,1,2,5,banker win,61,2,0,0,201
5,5,8,7,0,2,3,5,tie,62,2,0,1,201
5,5,0,5,0,0,5,5,tie,63,2,0,2,201
2,4,0,4,0,2,0,0,player win,64,0,1,0,201
8,8,4,4,,2,6,,tie,65,0,1,1,201
6,7,3,0,4,2,0,3,player win,66,0,2,0,201
7,8,0,5,3,0,7,,player win,67,0,3,0,201
9,1,0,1,3,9,0,,banker win,68,1,0,0,201
3,6,0,6,,3,0,0,player win,69,0,1,0,201
8,2,9,2,1,6,4,8,banker win,70,1,0,0,201
6,4,0,0,4,1,0,5,banker win,71,2,0,0,201
9,7,7,0,,1,8,,banker win,72,3,0,0,201
3,3,1,9,3,9,4,0,tie,73,3,0,1,201
0,8,7,1,,0,0,0,player win,74,0,1,0,201
9,7,6,1,,0,9,,banker win,75,1,0,0,201
8,3,2,1,,0,8,,banker win,76,2,0,0,201
7,9,0,9,,9,8,,player win,77,0,1,0,201
3,7,1,2,4,0,3,0,player win,78,0,2,0,201
4,6,4,2,,4,0,0,player win,79,0,3,0,201
7,7,5,2,,7,0,,tie,80,0,3,1,201
2,7,1,0,6,9,3,0,player win,81,0,4,0,201
4,6,2,4,,6,8,0,player win,82,0,5,0,201
8,0,7,3,,0,8,,banker win,83,1,0,0,201
7,2,4,0,8,2,5,,banker win,1,1,0,0,202
7,1,6,8,7,3,4,,banker win,2,2,0,0,202
9,5,0,5,7,1,8,,banker win,3,3,0,0,202
2,7,3,4,,5,7,0,player win,4,0,1,0,202
6,3,9,2,2,6,0,0,banker win,5,1,0,0,202
9,0,0,0,2,9,0,,banker win,6,2,0,0,202
7,1,0,1,0,7,0,,banker win,7,3,0,0,202
1,7,0,3,4,5,0,6,player win,8,0,1,0,202
4,9,7,2,,1,3,6,player win,9,0,2,0,202
7,4,5,9,0,0,7,,banker win,10,1,0,0,202
9,0,7,3,0,0,9,,banker win,11,2,0,0,202
2,2,0,0,2,2,0,0,tie,12,2,0,1,202
0,8,8,0,,3,7,0,player win,13,0,1,0,202
1,8,0,0,8,2,9,0,player win,14,0,2,0,202
3,8,1,7,,2,1,0,player win,15,0,3,0,202
9,7,3,4,,0,9,,banker win,16,1,0,0,202
9,5,2,3,,7,2,,banker win,17,2,0,0,202
3,1,7,4,0,3,0,0,banker win,18,3,0,0,202
6,7,6,9,2,8,8,0,player win,19,0,1,0,202
0,9,9,3,7,0,0,0,player win,20,0,2,0,202
7,6,3,3,,2,0,5,banker win,21,1,0,0,202
6,8,6,2,,0,6,5,player win,22,0,1,0,202
1,4,0,0,4,5,9,7,player win,23,0,2,0,202
9,5,2,3,4,5,4,,banker win,24,1,0,0,202
2,9,9,5,5,1,1,,player win,25,0,1,0,202
7,7,0,7,,7,0,,tie,26,0,1,1,202
6,1,0,0,1,0,6,,banker win,27,1,0,0,202
6,4,5,0,9,6,0,,banker win,28,2,0,0,202
9,3,3,0,9,2,7,,banker win,29,3,0,0,202
5,3,0,0,3,3,2,,banker win,30,4,0,0,202
5,3,0,5,8,0,5,,banker win,31,5,0,0,202
1,5,7,8,0,4,7,0,player win,32,0,1,0,202
7,7,6,1,,1,6,,tie,33,0,1,1,202
7,8,5,3,,1,6,,player win,34,0,2,0,202
7,6,6,0,,2,5,,banker win,35,1,0,0,202
0,9,1,8,,0,0,,player win,36,0,1,0,202
9,1,4,7,0,0,1,8,banker win,37,1,0,0,202
8,0,0,0,0,1,7,,banker win,38,2,0,0,202
6,7,6,1,,0,6,,player win,39,0,1,0,202
0,3,8,4,1,0,0,0,player win,40,0,2,0,202
6,9,0,9,,8,8,0,player win,41,0,3,0,202
3,9,2,0,7,3,0,0,player win,42,0,4,0,202
7,6,0,0,6,9,8,,banker win,43,1,0,0,202
0,7,8,9,,0,0,0,player win,44,0,1,0,202
0,7,7,3,7,6,0,4,player win,45,0,2,0,202
2,6,6,0,,0,0,2,player win,46,0,3,0,202
5,8,4,4,,0,5,2,player win,47,0,4,0,202
0,6,0,6,,0,0,0,player win,48,0,5,0,202
7,3,8,5,0,6,6,5,banker win,49,1,0,0,202
7,8,8,0,,1,6,,player win,50,0,1,0,202
6,6,5,1,,9,7,,tie,51,0,1,1,202
4,9,3,6,,4,0,,player win,52,0,2,0,202
6,5,1,4,0,2,4,,banker win,53,1,0,0,202
0,5,6,7,2,1,9,0,player win,54,0,1,0,202
8,3,2,1,2,8,0,,banker win,55,1,0,0,202
0,8,3,5,,2,8,,player win,56,0,1,0,202
9,6,3,3,,8,4,7,banker win,57,1,0,0,202
8,8,7,1,,8,0,,tie,58,1,0,1,202
9,7,0,7,,0,0,9,banker win,59,2,0,0,202
2,7,1,0,6,9,4,6,player win,60,0,1,0,202
8,1,8,3,6,7,1,,banker win,61,1,0,0,202
8,6,0,5,1,2,1,5,banker win,62,2,0,0,202
8,7,8,6,3,0,0,8,banker win,63,3,0,0,202
8,6,6,0,,8,0,,banker win,64,4,0,0,202
2,7,4,3,,0,0,2,player win,65,0,1,0,202
9,5,0,5,,0,9,,banker win,66,1,0,0,202
7,9,0,0,9,0,7,,player win,67,0,1,0,202
4,0,0,0,0,3,1,,banker win,68,1,0,0,202
9,9,4,5,,0,9,,tie,69,1,0,1,202
4,1,0,2,9,2,2,,banker win,70,2,0,0,202
2,4,2,8,4,6,6,0,player win,71,0,1,0,202
7,9,0,9,,6,1,,player win,72,0,2,0,202
9,5,0,5,,4,5,,banker win,73,1,0,0,202
8,5,0,5,,7,1,,banker win,74,2,0,0,202
5,8,0,8,,5,0,,player win,75,0,1,0,202
4,0,0,0,0,9,5,,banker win,76,1,0,0,202
5,8,4,0,4,0,5,,player win,77,0,1,0,202
4,9,9,0,,4,0,,player win,78,0,2,0,202
8,9,0,9,,0,8,,player win,79,0,3,0,202
6,3,4,0,9,8,3,5,banker win,80,1,0,0,202
5,0,1,0,9,3,2,5,banker win,81,2,0,0,202
3,9,2,7,,7,6,5,player win,82,0,1,0,202
4,8,4,0,4,3,1,5,player win,83,0,2,0,202
6,5,2,3,0,6,0,,banker win,1,1,0,0,203
3,6,0,6,,1,2,0,player win,2,0,1,0,203
8,7,1,6,,2,6,,banker win,3,1,0,0,203
1,8,2,0,6,0,1,,player win,4,0,1,0,203
8,9,5,4,,0,8,,player win,5,0,2,0,203
7,8,0,8,,3,4,,player win,6,0,3,0,203
9,0,0,0,,2,7,,banker win,7,1,0,0,203
7,3,3,0,0,7,0,,banker win,8,2,0,0,203
1,7,4,3,,2,9,0,player win,9,0,1,0,203
5,4,4,0,0,9,6,0,banker win,10,1,0,0,203
7,6,1,5,,0,7,,banker win,11,2,0,0,203
9,0,0,0,,9,0,,banker win,12,3,0,0,203
5,2,1,1,0,0,5,,banker win,13,4,0,0,203
1,6,6,0,,0,1,0,player win,14,0,1,0,203
3,6,6,0,,3,0,0,player win,15,0,2,0,203
0,5,0,2,3,0,0,0,player win,16,0,3,0,203
0,2,7,8,7,7,3,0,player win,17,0,4,0,203
5,6,4,2,,0,5,0,player win,18,0,5,0,203
2,5,7,4,4,5,6,1,player win,19,0,6,0,203
7,1,3,0,8,8,9,,banker win,20,1,0,0,203
5,8,0,8,,2,3,,player win,21,0,1,0,203
0,9,5,5,9,8,2,,player win,22,0,2,0,203
6,7,2,5,,2,0,4,player win,23,0,3,0,203
9,7,1,6,,3,8,8,banker win,24,1,0,0,203
0,2,3,1,8,0,0,0,player win,25,0,1,0,203
5,0,0,0,0,4,7,4,banker win,26,1,0,0,203
4,9,4,5,,4,0,4,player win,27,0,1,0,203
9,7,0,7,,1,8,,banker win,28,1,0,0,203
5,0,8,3,9,3,2,,banker win,29,2,0,0,203
8,5,5,0,9,0,8,,banker win,30,3,0,0,203
4,9,0,0,9,7,7,,player win,31,0,1,0,203
0,6,9,1,6,8,7,5,player win,32,0,2,0,203
9,6,9,7,,4,5,,banker win,33,1,0,0,203
5,2,9,3,0,2,3,,banker win,34,2,0,0,203
9,2,0,2,0,0,9,,banker win,35,3,0,0,203
4,3,5,8,0,0,0,4,banker win,36,4,0,0,203
7,8,4,4,,7,0,,player win,37,0,1,0,203
4,9,5,4,,4,0,,player win,38,0,2,0,203
3,3,9,1,3,0,3,0,tie,39,0,2,1,203
6,7,9,8,,6,0,0,player win,40,0,3,0,203
4,7,5,2,,3,1,0,player win,41,0,4,0,203
3,9,9,0,,8,5,0,player win,42,0,5,0,203
7,0,9,6,5,2,3,2,banker win,43,1,0,0,203
8,3,9,4,5,6,2,,banker win,44,2,0,0,203
1,9,0,9,,1,0,,player win,45,0,1,0,203
1,2,0,5,7,9,2,8,player win,46,0,2,0,203
0,6,5,6,5,4,8,8,player win,47,0,3,0,203
0,8,6,2,,1,9,8,player win,48,0,4,0,203
7,6,6,0,,0,0,7,banker win,49,1,0,0,203
6,6,5,0,1,6,7,3,tie,50,1,0,1,203
3,1,1,0,0,3,0,0,banker win,51,2,0,0,203
2,8,7,1,,2,0,0,player win,52,0,1,0,203
8,0,0,0,,0,8,,banker win,53,1,0,0,203
3,9,8,7,4,0,3,,player win,54,0,1,0,203
6,0,9,1,0,8,8,,banker win,55,1,0,0,203
5,7,1,6,,0,5,,player win,56,0,1,0,203
3,7,0,7,,7,6,0,player win,57,0,2,0,203
1,6,0,6,,1,0,0,player win,58,0,3,0,203
2,9,0,9,,0,2,0,player win,59,0,4,0,203
0,7,2,5,,0,0,0,player win,60,0,5,0,203
3,8,7,3,8,7,6,0,player win,61,0,6,0,203
9,4,1,3,8,4,5,,banker win,62,1,0,0,203
5,0,0,0,0,0,5,,banker win,63,2,0,0,203
7,6,0,5,1,7,0,,banker win,64,3,0,0,203
9,7,7,0,,7,2,,banker win,65,4,0,0,203
5,9,4,0,5,3,2,,player win,66,0,1,0,203
9,5,1,0,4,0,5,4,banker win,67,1,0,0,203
7,6,0,6,,7,0,,banker win,68,2,0,0,203
4,1,7,3,1,6,4,4,banker win,69,3,0,0,203
8,7,5,2,,0,8,,banker win,70,4,0,0,203
5,4,0,3,1,6,9,,banker win,71,5,0,0,203
8,0,0,0,1,8,0,,banker win,72,6,0,0,203
5,0,0,0,0,5,0,,banker win,73,7,0,0,203
9,3,3,0,0,9,0,,banker win,74,8,0,0,203
3,7,9,6,2,2,1,0,player win,75,0,1,0,203
2,9,6,4,9,4,8,0,player win,76,0,2,0,203
7,7,3,0,4,6,1,,tie,77,0,2,1,203
4,5,1,4,0,8,6,,player win,78,0,3,0,203
5,8,1,7,,3,2,,player win,79,0,4,0,203
5,7,0,7,,0,5,,player win,80,0,5,0,203
9,9,0,9,,0,9,,tie,81,0,5,1,203
6,5,6,9,0,6,0,,banker win,82,1,0,0,203
6,3,2,1,0,9,4,3,banker win,83,2,0,0,203
8,7,7,0,,2,6,,banker win,1,1,0,0,204
9,7,6,1,,0,2,7,banker win,2,2,0,0,204
3,8,7,4,7,8,5,7,player win,3,0,1,0,204
6,6,9,7,,3,3,7,tie,4,0,1,1,204
5,7,8,7,2,0,5,7,player win,5,0,2,0,204
4,6,0,6,,0,1,3,player win,6,0,3,0,204
8,2,0,2,,1,7,,banker win,7,1,0,0,204
9,9,0,9,,9,0,,tie,8,1,0,1,204
4,9,9,0,,4,0,,player win,9,0,1,0,204
1,9,4,5,,5,6,,player win,10,0,2,0,204
2,9,6,4,9,3,9,,player win,11,0,3,0,204
8,1,1,0,9,7,1,,banker win,12,1,0,0,204
6,7,4,3,,7,9,,player win,13,0,1,0,204
3,7,7,0,,0,3,0,player win,14,0,2,0,204
4,6,0,5,1,5,7,2,player win,15,0,3,0,204
8,8,3,5,,4,4,,tie,16,0,3,1,204
2,8,8,0,,1,1,,player win,17,0,4,0,204
7,0,0,0,0,1,6,,banker win,18,1,0,0,204
7,0,0,0,0,3,4,,banker win,19,2,0,0,204
9,9,1,8,,0,9,,tie,20,2,0,1,204
5,9,0,5,4,0,5,,player win,21,0,1,0,204
4,0,0,0,0,4,0,,banker win,22,1,0,0,204
5,9,2,1,6,8,7,,player win,23,0,1,0,204
0,7,0,2,5,0,0,0,player win,24,0,2,0,204
9,8,0,8,,9,0,,banker win,25,1,0,0,204
6,7,4,3,,6,0,,player win,26,0,1,0,204
3,8,2,8,8,3,0,,player win,27,0,2,0,204
8,5,8,7,8,8,0,,banker win,28,1,0,0,204
4,3,6,9,8,2,0,2,banker win,29,2,0,0,204
9,6,0,3,3,1,3,5,banker win,30,3,0,0,204
0,4,9,2,3,5,8,7,player win,31,0,1,0,204
9,9,0,9,,9,0,,tie,32,0,1,1,204
2,8,0,8,,6,6,,player win,33,0,2,0,204
1,6,6,0,,5,7,9,player win,34,0,3,0,204
4,6,0,6,,6,7,1,player win,35,0,4,0,204
4,2,2,0,0,4,0,1,banker win,36,1,0,0,204
4,0,5,5,0,2,9,3,banker win,37,2,0,0,204
5,4,9,2,3,0,5,3,banker win,38,3,0,0,204
1,9,0,9,,4,7,3,player win,39,0,1,0,204
3,9,7,8,4,1,2,3,player win,40,0,2,0,204
7,4,2,2,0,0,7,,banker win,41,1,0,0,204
4,7,0,7,,0,3,1,player win,42,0,1,0,204
1,7,0,0,7,0,6,5,player win,43,0,2,0,204
5,7,1,6,,5,0,5,player win,44,0,3,0,204
0,5,2,3,0,0,0,0,player win,45,0,4,0,204
4,0,8,6,6,1,3,0,banker win,46,1,0,0,204
1,9,0,9,,2,9,0,player win,47,0,1,0,204
7,8,1,4,3,0,7,,player win,48,0,2,0,204
6,6,2,4,,8,8,,tie,49,0,2,1,204
0,6,0,4,2,4,9,7,player win,50,0,3,0,204
3,5,2,0,3,0,4,9,player win,51,0,4,0,204
8,0,9,1,3,4,4,,banker win,52,1,0,0,204
1,6,0,2,4,3,8,0,player win,53,0,1,0,204
0,7,4,0,3,2,8,0,player win,54,0,2,0,204
9,4,8,6,3,9,0,,banker win,55,1,0,0,204
9,6,0,6,,2,0,6,banker win,56,2,0,0,204
9,1,0,1,,8,1,,banker win,57,3,0,0,204
0,8,8,0,,5,5,,player win,58,0,1,0,204
2,8,8,0,,7,5,,player win,59,0,2,0,204
3,2,0,2,0,7,6,0,banker win,60,1,0,0,204
6,6,3,3,,6,0,0,tie,61,1,0,1,204
7,0,5,5,0,5,2,,banker win,62,2,0,0,204
8,3,6,7,0,5,6,7,banker win,63,3,0,0,204
2,0,4,6,0,0,2,0,banker win,64,4,0,0,204
6,0,0,0,0,7,9,0,banker win,65,5,0,0,204
8,0,9,1,0,3,0,5,banker win,66,6,0,0,204
3,9,0,0,9,0,3,5,player win,67,0,1,0,204
5,3,8,3,2,4,1,5,banker win,68,1,0,0,204
1,1,5,7,9,0,3,8,tie,69,1,0,1,204
0,2,6,6,0,5,5,0,player win,70,0,1,0,204
8,8,7,1,,0,8,,tie,71,0,1,1,204
9,6,8,8,,0,9,,banker win,72,1,0,0,204
3,7,0,7,,1,0,0,player win,73,0,1,0,204
6,8,5,0,3,6,0,0,player win,74,0,2,0,204
4,9,8,1,,0,4,0,player win,75,0,3,0,204
9,6,6,0,,4,5,,banker win,76,1,0,0,204
0,1,0,0,1,7,3,0,player win,77,0,1,0,204
2,8,6,2,,8,4,0,player win,78,0,2,0,204
8,4,4,0,,0,8,,banker win,79,1,0,0,204
1,4,0,0,4,1,0,0,player win,80,0,1,0,204
9,0,0,0,4,9,0,,banker win,81,1,0,0,204
1,6,1,3,2,8,4,9,player win,82,0,1,0,204
3,9,9,0,,4,9,,player win,1,0,1,0,205
0,8,1,2,5,6,4,,player win,2,0,2,0,205
0,8,0,8,,0,0,,player win,3,0,3,0,205
8,4,7,7,,0,8,,banker win,4,1,0,0,205
7,0,0,0,0,7,0,,banker win,5,2,0,0,205
4,0,4,0,6,6,8,0,banker win,6,3,0,0,205
1,8,0,8,,4,7,0,player win,7,0,1,0,205
3,3,0,3,0,5,8,0,tie,8,0,1,1,205
0,9,5,4,,9,1,0,player win,9,0,2,0,205
5,6,7,7,2,0,0,2,player win,10,0,3,0,205
4,6,6,0,,0,4,2,player win,11,0,4,0,205
3,3,1,4,8,3,0,2,tie,12,0,4,1,205
9,6,0,6,,5,5,9,banker win,13,1,0,0,205
9,8,0,8,,9,0,,banker win,14,2,0,0,205
2,6,3,0,3,4,0,8,player win,15,0,1,0,205
1,8,9,9,,2,9,8,player win,16,0,2,0,205
5,9,9,0,,8,7,8,player win,17,0,3,0,205
1,1,0,1,0,0,1,0,tie,18,0,3,1,205
0,7,1,6,,8,4,8,player win,19,0,4,0,205
7,8,9,9,,5,2,,player win,20,0,5,0,205
6,4,0,4,0,6,0,,banker win,21,1,0,0,205
9,7,6,1,,6,3,,banker win,22,2,0,0,205
7,5,9,5,1,7,0,,banker win,23,3,0,0,205
9,7,4,7,6,0,4,5,banker win,24,4,0,0,205
0,9,6,9,4,0,0,5,player win,25,0,1,0,205
5,6,0,6,,0,0,5,player win,26,0,2,0,205
2,3,0,3,0,0,2,0,player win,27,0,3,0,205
7,2,2,2,8,7,0,,banker win,28,1,0,0,205
9,4,3,1,8,9,0,,banker win,29,2,0,0,205
9,5,0,5,8,7,2,,banker win,30,3,0,0,205
2,9,5,0,4,0,2,,player win,31,0,1,0,205
0,9,0,0,9,9,1,,player win,32,0,2,0,205
9,3,9,4,0,2,0,7,banker win,33,1,0,0,205
0,9,1,3,5,0,0,7,player win,34,0,1,0,205
7,7,3,0,4,8,9,,tie,35,0,1,1,205
4,9,3,0,6,4,0,,player win,36,0,2,0,205
2,8,0,1,7,0,2,,player win,37,0,3,0,205
8,5,2,3,7,8,0,,banker win,38,1,0,0,205
4,9,0,9,,8,6,,player win,39,0,1,0,205
7,1,8,4,9,0,7,,banker win,40,1,0,0,205
8,1,1,0,9,8,0,,banker win,41,2,0,0,205
8,0,0,0,9,0,8,,banker win,42,3,0,0,205
4,9,0,9,,0,4,,player win,43,0,1,0,205
2,8,0,8,,7,5,,player win,44,0,2,0,205
1,7,3,4,,3,0,8,player win,45,0,3,0,205
4,7,4,6,7,3,2,9,player win,46,0,4,0,205
7,3,3,0,0,1,6,,banker win,47,1,0,0,205
4,2,2,0,0,5,9,,banker win,48,2,0,0,205
2,9,2,0,7,0,2,,player win,49,0,1,0,205
8,0,6,4,7,0,8,,banker win,50,1,0,0,205
0,9,2,7,,0,0,,player win,51,0,1,0,205
5,3,2,1,0,2,3,,banker win,52,1,0,0,205
8,4,0,4,0,0,8,,banker win,53,2,0,0,205
2,2,2,0,0,0,1,1,tie,54,2,0,1,205
6,4,3,0,1,0,6,1,banker win,55,3,0,0,205
8,9,9,0,,5,3,,player win,56,0,1,0,205
1,4,0,0,4,1,0,0,player win,57,0,2,0,205
9,3,3,0,4,7,2,,banker win,58,1,0,0,205
4,0,0,2,8,4,0,,banker win,59,2,0,0,205
6,9,9,0,,6,0,,player win,60,0,1,0,205
7,1,3,0,8,2,5,,banker win,61,1,0,0,205
5,7,0,7,,5,0,,player win,62,0,1,0,205
6,7,0,2,5,1,2,3,player win,63,0,2,0,205
1,7,9,5,3,2,0,9,player win,64,0,3,0,205
7,6,0,5,1,0,7,,banker win,65,1,0,0,205
4,6,8,7,1,4,0,,player win,66,0,1,0,205
4,5,1,4,0,5,9,,player win,67,0,2,0,205
3,9,6,3,,3,0,,player win,68,0,3,0,205
0,8,4,4,,8,2,,player win,69,0,4,0,205
5,9,1,8,,2,3,,player win,70,0,5,0,205
0,6,5,6,5,0,0,0,player win,71,0,6,0,205
4,8,3,2,3,6,8,0,player win,72,0,7,0,205
6,7,0,7,,5,1,0,player win,73,0,8,0,205
0,9,4,6,9,0,0,0,player win,74,0,9,0,205
4,1,1,3,7,5,9,0,banker win,75,1,0,0,205
8,3,0,3,7,0,8,,banker win,76,2,0,0,205
5,6,6,0,,5,0,,player win,77,0,1,0,205
7,8,1,1,6,9,8,,player win,78,0,2,0,205
2,6,6,0,,6,7,9,player win,79,0,3,0,205
6,6,0,6,,5,1,9,tie,80,0,3,1,205
7,9,6,6,7,0,7,,player win,81,0,4,0,205
8,4,7,7,7,5,3,,banker win,82,1,0,0,205
6,9,0,5,4,6,0,,player win,83,0,1,0,205
3,9,9,0,,2,1,,player win,1,0,1,0,206
9,0,0,0,,6,3,,banker win,2,1,0,0,206
8,4,0,4,,5,3,,banker win,3,2,0,0,206
4,1,3,8,0,1,3,,banker win,4,3,0,0,206
8,0,0,0,0,6,2,,banker win,5,4,0,0,206
0,9,0,1,8,0,0,,player win,6,0,1,0,206
8,7,7,0,,6,7,5,banker win,7,1,0,0,206
6,9,9,3,7,7,9,5,player win,8,0,1,0,206
8,3,1,2,7,0,8,,banker win,9,1,0,0,206
8,5,8,3,4,0,3,5,banker win,10,2,0,0,206
2,7,5,0,2,6,8,8,player win,11,0,1,0,206
6,9,0,0,9,5,1,8,player win,12,0,2,0,206
2,2,0,1,1,4,8,0,tie,13,0,2,1,206
7,6,0,6,,5,2,,banker win,14,1,0,0,206
3,6,6,0,,1,2,0,player win,15,0,1,0,206
3,8,6,2,,7,6,0,player win,16,0,2,0,206
1,7,0,7,,0,0,1,player win,17,0,3,0,206
7,2,0,2,0,0,0,4,banker win,18,1,0,0,206
3,9,4,5,,9,4,4,player win,19,0,1,0,206
0,2,0,4,8,0,0,0,player win,20,0,2,0,206
0,4,0,4,0,0,0,0,player win,21,0,3,0,206
2,2,3,9,0,3,8,1,tie,22,0,3,1,206
3,9,9,0,,8,5,1,player win,23,0,4,0,206
9,9,8,1,,0,9,,tie,24,0,4,1,206
5,6,7,6,3,0,0,5,player win,25,0,5,0,206
1,7,0,7,,1,1,9,player win,26,0,6,0,206
0,0,6,6,8,6,4,0,tie,27,0,6,1,206
7,5,3,0,2,8,4,5,banker win,28,1,0,0,206
7,5,0,0,5,1,0,6,banker win,29,2,0,0,206
7,2,2,9,1,3,4,,banker win,30,3,0,0,206
0,6,2,0,4,7,5,8,player win,31,0,1,0,206
6,7,0,3,4,6,0,8,player win,32,0,2,0,206
7,7,9,8,,4,3,,tie,33,0,2,1,206
6,0,0,0,0,8,3,5,banker win,34,1,0,0,206
2,6,6,0,,0,3,9,player win,35,0,1,0,206
6,5,2,0,3,6,0,9,banker win,36,1,0,0,206
6,6,0,4,2,3,3,9,tie,37,1,0,1,206
8,0,0,0,2,7,1,,banker win,38,2,0,0,206
3,8,8,7,3,7,6,,player win,39,0,1,0,206
4,1,0,1,0,6,8,,banker win,40,1,0,0,206
7,1,3,2,6,3,4,,banker win,41,2,0,0,206
0,3,6,7,0,0,0,0,player win,42,0,1,0,206
9,7,7,0,,4,5,,banker win,43,1,0,0,206
0,8,7,1,,0,0,,player win,44,0,1,0,206
5,2,0,0,2,2,3,,banker win,45,1,0,0,206
2,7,9,5,3,5,7,0,player win,46,0,1,0,206
0,8,3,5,,0,0,0,player win,47,0,2,0,206
9,3,8,5,,5,4,,banker win,48,1,0,0,206
0,7,7,0,,0,0,0,player win,49,0,1,0,206
9,1,9,2,,7,2,,banker win,50,1,0,0,206
7,3,4,0,9,3,4,,banker win,51,2,0,0,206
9,1,0,1,9,9,0,,banker win,52,3,0,0,206
6,9,2,7,,0,6,,player win,53,0,1,0,206
8,0,0,0,0,0,2,6,banker win,54,1,0,0,206
2,8,7,1,,5,7,6,player win,55,0,1,0,206
0,2,9,2,1,1,9,0,player win,56,0,2,0,206
6,3,9,4,0,0,6,0,banker win,57,1,0,0,206
4,7,5,0,2,1,3,0,player win,58,0,1,0,206
6,4,3,1,0,7,9,0,banker win,59,1,0,0,206
8,6,0,0,6,9,5,4,banker win,60,2,0,0,206
8,3,8,5,6,2,6,,banker win,61,3,0,0,206
7,4,8,7,9,7,0,,banker win,62,4,0,0,206
5,6,4,2,,0,5,,player win,63,0,1,0,206
6,4,0,4,0,7,9,,banker win,64,1,0,0,206
7,2,4,0,8,0,7,,banker win,65,2,0,0,206
5,9,0,9,,5,0,,player win,66,0,1,0,206
5,8,8,0,,7,8,,player win,67,0,2,0,206
2,6,0,6,,0,2,0,player win,68,0,3,0,206
5,4,1,2,1,8,5,2,banker win,69,1,0,0,206
9,9,9,0,,0,9,,tie,70,1,0,1,206
9,3,8,5,,1,8,,banker win,71,2,0,0,206
1,7,5,0,2,0,2,9,player win,72,0,1,0,206
8,5,0,5,2,8,0,,banker win,73,1,0,0,206
2,5,0,1,4,2,0,0,player win,74,0,1,0,206
7,0,4,0,6,3,4,,banker win,75,1,0,0,206
4,7,7,0,,8,5,1,player win,76,0,1,0,206
7,2,0,2,0,9,8,,banker win,77,1,0,0,206
7,6,6,0,,7,0,,banker win,78,2,0,0,206
0,8,7,8,3,9,1,,player win,79,0,1,0,206
0,8,7,1,,0,0,,player win,80,0,2,0,206
8,0,4,6,,1,7,,banker win,81,1,0,0,206
3,4,4,6,4,9,5,9,player win,1,0,1,0,207
4,9,4,5,,4,0,9,player win,2,0,2,0,207
8,4,4,1,9,4,9,5,banker win,3,1,0,0,207
1,9,4,5,,0,1,5,player win,4,0,1,0,207
7,9,0,1,8,7,0,,player win,5,0,2,0,207
0,2,2,0,0,5,8,7,player win,6,0,3,0,207
0,9,1,0,8,0,0,7,player win,7,0,4,0,207
6,9,3,0,6,6,0,7,player win,8,0,5,0,207
0,7,9,8,,0,0,0,player win,9,0,6,0,207
4,0,3,1,6,1,1,0,banker win,10,1,0,0,207
7,8,8,0,,7,0,,player win,11,0,1,0,207
7,2,2,0,0,0,7,,banker win,12,1,0,0,207
3,0,0,0,0,0,0,0,banker win,13,2,0,0,207
2,1,3,8,0,4,6,2,banker win,14,3,0,0,207
7,4,8,3,3,0,7,,banker win,15,4,0,0,207
5,7,7,0,,3,2,,player win,16,0,1,0,207
1,9,0,9,,1,0,,player win,17,0,2,0,207
7,8,6,2,,3,4,,player win,18,0,3,0,207
9,0,0,0,,6,3,,banker win,19,1,0,0,207
6,7,1,6,,0,1,3,player win,20,0,1,0,207
4,0,0,0,0,4,0,3,banker win,21,1,0,0,207
4,3,3,0,0,4,7,3,banker win,22,2,0,0,207
0,0,0,0,0,8,2,0,tie,23,2,0,1,207
7,2,4,7,1,0,7,,banker win,24,3,0,0,207
6,2,3,9,0,5,8,3,banker win,25,4,0,0,207
1,1,0,5,6,4,7,0,tie,26,4,0,1,207
7,3,0,0,3,1,0,4,banker win,27,5,0,0,207
6,3,3,8,2,6,0,4,banker win,28,6,0,0,207
7,7,4,3,,2,5,,tie,29,6,0,1,207
7,4,4,6,4,5,2,,banker win,30,7,0,0,207
5,3,9,3,1,5,0,,banker win,31,8,0,0,207
8,3,5,8,1,8,0,,banker win,32,9,0,0,207
9,7,7,0,,6,3,,banker win,33,10,0,0,207
6,6,6,0,,6,0,,tie,34,10,0,1,207
8,0,0,0,0,0,0,5,banker win,35,11,0,0,207
3,6,3,3,,5,8,0,player win,36,0,1,0,207
7,7,5,2,,0,0,7,tie,37,0,1,1,207
1,1,3,8,0,2,0,9,tie,38,0,1,2,207
2,9,8,1,,0,2,9,player win,39,0,2,0,207
9,9,9,0,,9,0,,tie,40,0,2,1,207
5,6,2,4,,0,5,,player win,41,0,3,0,207
6,8,8,0,,6,0,,player win,42,0,4,0,207
1,0,5,9,6,2,0,9,banker win,43,1,0,0,207
4,9,0,9,,4,0,9,player win,44,0,1,0,207
7,6,9,7,,7,0,,banker win,45,1,0,0,207
5,0,0,0,0,0,5,,banker win,46,2,0,0,207
0,7,9,8,,0,0,0,player win,47,0,1,0,207
6,4,0,5,9,1,5,0,banker win,48,1,0,0,207
